time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,population_site_6,population_site_7,coherences,pop_site1_broadband,coherence_broadband
3.3500000000e+01,6.8231399776e-04,5.9639625682e-03,4.1420302643e-01,4.9151667018e-01,4.7214489117e-02,5.9507974498e-04,3.9824457963e-02,2.5494054574e+00,1.2837941335e-01,4.7895784339e+00
3.4000000000e+01,7.0641838756e-04,6.0519822240e-03,4.1877230558e-01,4.8734859285e-01,4.7074480368e-02,5.7454035452e-04,3.9471680242e-02,2.5484419851e+00,1.2573051359e-01,4.7776377704e+00
3.4500000000e+01,7.2937014719e-04,6.1505544241e-03,4.1667090193e-01,4.8909538305e-01,4.7604384997e-02,5.5637029949e-04,3.9193035150e-02,2.5512597308e+00,1.2233710375e-01,4.7613583781e+00
3.5000000000e+01,7.4630200214e-04,6.1627312537e-03,4.1578790728e-01,4.9028606011e-01,4.7475166231e-02,5.3882689138e-04,3.9003006231e-02,2.5479556999e+00,1.1854526996e-01,4.7394154433e+00
3.5500000000e+01,7.6419597555e-04,6.1820910338e-03,4.1671578139e-01,4.8938012095e-01,4.7675495023e-02,5.0869457324e-04,3.8773621059e-02,2.5472848339e+00,1.1512720210e-01,4.7200750253e+00
3.6000000000e+01,7.9168968424e-04,6.2063786304e-03,4.1783362936e-01,4.8775441806e-01,4.8173900174e-02,4.8783746689e-04,3.8752146622e-02,2.5504812085e+00,1.1268709541e-01,4.7025824824e+00
3.6500000000e+01,8.1408859822e-04,6.2941031441e-03,4.1857432454e-01,4.8704055632e-01,4.8215574424e-02,4.7397061999e-04,3.8587382346e-02,2.5517513364e+00,1.0976247726e-01,4.6856848043e+00
3.7000000000e+01,8.3372277998e-04,6.4297174921e-03,4.2172212387e-01,4.8391293565e-01,4.8170037213e-02,4.5991748981e-04,3.8471545503e-02,2.5537970707e+00,1.0612149872e-01,4.6701882231e+00
3.7500000000e+01,8.4853603524e-04,6.4775882707e-03,4.2230253117e-01,4.8360260940e-01,4.8180346927e-02,4.4411361061e-04,3.8144274582e-02,2.5517066733e+00,1.0268809930e-01,4.6557790102e+00
3.8000000000e+01,8.8093584726e-04,6.5267016372e-03,4.2477736695e-01,4.8166652035e-01,4.7938494099e-02,4.3044034539e-04,3.7779540764e-02,2.5498224990e+00,1.0055403038e-01,4.6480039042e+00
3.8500000000e+01,9.2134405422e-04,6.7168389943e-03,4.2696972181e-01,4.7868599983e-01,4.8438259553e-02,4.1708271099e-04,3.7850753052e-02,2.5577277276e+00,9.8611573447e-02,4.6441752807e+00
3.9000000000e+01,9.4837434876e-04,6.8420599164e-03,4.3057032336e-01,4.7502392711e-01,4.8476590288e-02,4.0656504188e-04,3.7732159933e-02,2.5604769318e+00,9.5702860366e-02,4.6392315846e+00
3.9500000000e+01,9.7039421520e-04,6.8743856974e-03,4.3154777238e-01,4.7453169845e-01,4.8467118421e-02,3.9006810910e-04,3.7218562729e-02,2.5560386567e+00,9.2745366503e-02,4.6351761839e+00
4.0000000000e+01,9.9898127204e-04,6.9797046442e-03,4.3384113637e-01,4.7219893021e-01,4.8728003453e-02,3.8027289383e-04,3.6872971156e-02,2.5561946270e+00,8.9882612050e-02,4.6370735732e+00
4.0500000000e+01,1.0241219660e-03,7.0415933009e-03,4.3370464917e-01,4.7207995346e-01,4.9001378979e-02,3.6763412948e-04,3.6780668995e-02,2.5572885513e+00,8.6551748369e-02,4.6392039271e+00
4.1000000000e+01,1.0492615763e-03,7.1203389531e-03,4.3788474031e-01,4.6843161623e-01,4.8710981158e-02,3.5349936952e-04,3.6449562402e-02,2.5551277720e+00,8.3484995202e-02,4.6501798904e+00
4.1500000000e+01,1.0943449823e-03,7.2199456955e-03,4.3921983342e-01,4.6671608359e-01,4.8907477563e-02,3.4617110512e-04,3.6496143652e-02,2.5597897747e+00,8.1489438875e-02,4.6644383081e+00
4.2000000000e+01,1.1392936637e-03,7.2499682022e-03,4.4283085713e-01,4.6323788539e-01,4.8909531209e-02,3.3208497135e-04,3.6300379441e-02,2.5587802354e+00,7.9873160752e-02,4.6848528651e+00
4.2500000000e+01,1.1651357349e-03,7.3364203938e-03,4.4385054473e-01,4.6265052101e-01,4.8960367057e-02,3.1664083060e-04,3.5720370241e-02,2.5551012195e+00,7.7219097016e-02,4.7021011571e+00
4.3000000000e+01,1.2025436362e-03,7.5148894434e-03,4.4324460222e-01,4.6206747372e-01,4.9721586070e-02,3.1076758915e-04,3.5938137325e-02,2.5630801227e+00,7.4577815711e-02,4.7197906816e+00
4.3500000000e+01,1.2304709047e-03,7.6381368482e-03,4.4315574631e-01,4.6184205048e-01,4.9977092009e-02,2.9933192569e-04,3.5857171531e-02,2.5656516938e+00,7.1673661144e-02,4.7367002757e+00
4.4000000000e+01,1.2545121769e-03,7.6312446386e-03,4.4776787313e-01,4.5704857465e-01,5.0073489147e-02,2.9226724727e-04,3.5932039012e-02,2.5656320587e+00,6.8895905413e-02,4.7586455997e+00
4.4500000000e+01,1.2801142836e-03,7.7149459390e-03,4.5174940776e-01,4.5242784034e-01,5.0365468618e-02,2.8665398656e-04,3.6175569077e-02,2.5707593771e+00,6.5850486280e-02,4.7805184967e+00
4.5000000000e+01,1.3184768465e-03,7.8425850835e-03,4.5541638601e-01,4.4849120290e-01,5.0306980128e-02,2.8001175857e-04,3.6344357274e-02,2.5737509839e+00,6.3255456916e-02,4.8016183903e+00
4.5500000000e+01,1.3504025675e-03,7.8560671628e-03,4.5623749817e-01,4.4782912710e-01,5.0164791577e-02,2.7844427064e-04,3.6283669153e-02,2.5723629634e+00,6.0696865826e-02,4.8179248230e+00
4.6000000000e+01,1.3747900462e-03,7.9182986346e-03,4.5586043084e-01,4.4897373256e-01,4.9538716682e-02,2.7104292338e-04,3.6062988317e-02,2.5682925214e+00,5.7712041365e-02,4.8291386602e+00
4.6500000000e+01,1.4048909347e-03,7.9379891765e-03,4.5897343001e-01,4.4649566949e-01,4.9129571476e-02,2.6665139508e-04,3.5791797511e-02,2.5642706741e+00,5.5303800426e-02,4.8462447653e+00
4.7000000000e+01,1.4316033172e-03,7.9479109127e-03,4.6342474481e-01,4.4281748409e-01,4.8532868735e-02,2.6308914695e-04,3.5582298982e-02,2.5576543841e+00,5.2809047943e-02,4.8647380314e+00
4.7500000000e+01,1.4635738218e-03,7.9875833006e-03,4.6524514182e-01,4.4106352302e-01,4.8403184564e-02,2.6195423108e-04,3.5575039244e-02,2.5568359488e+00,5.0384942339e-02,4.8794182035e+00
4.8000000000e+01,1.5068072087e-03,8.0928288945e-03,4.6782970423e-01,4.3876727524e-01,4.8122392085e-02,2.6024706309e-04,3.5420745281e-02,2.5560368372e+00,4.8298038240e-02,4.8940302092e+00
4.8500000000e+01,1.5392313617e-03,8.0766862160e-03,4.6906430687e-01,4.3727956004e-01,4.8274139409e-02,2.6115052348e-04,3.5504925582e-02,2.5555340080e+00,4.5933148872e-02,4.9061902923e+00
4.9000000000e+01,1.5784691891e-03,8.2337240865e-03,4.7266622393e-01,4.3292915838e-01,4.8634741464e-02,2.6432024397e-04,3.5693362708e-02,2.5625460604e+00,4.3614386875e-02,4.9216767482e+00
4.9500000000e+01,1.6031429582e-03,8.3376626181e-03,4.7651467363e-01,4.2827143533e-01,4.8845144725e-02,2.7463619298e-04,3.6153304548e-02,2.5681450561e+00,4.0895887621e-02,4.9323999460e+00
5.0000000000e+01,1.6450510917e-03,8.3748640747e-03,4.8185939828e-01,4.2246624855e-01,4.8815054397e-02,2.8005090797e-04,3.6559332705e-02,2.5728393647e+00,3.8803934394e-02,4.9481765278e+00
5.0500000000e+01,1.6815370215e-03,8.5695988881e-03,4.8199363812e-01,4.2129352581e-01,4.9160392048e-02,2.9435734687e-04,3.7006950766e-02,2.5823513370e+00,3.6247172042e-02,4.9504352919e+00
5.1000000000e+01,1.7168088979e-03,8.6498265457e-03,4.8877317596e-01,4.1454174292e-01,4.8965743259e-02,3.0292000719e-04,3.7049782409e-02,2.5849461398e+00,3.4130846638e-02,4.9623634796e+00
5.1500000000e+01,1.7626163585e-03,8.8077268061e-03,4.9088953420e-01,4.1118874202e-01,4.9301615838e-02,3.1796061508e-04,3.7731804161e-02,2.5967858955e+00,3.1981067351e-02,4.9693266039e+00
5.2000000000e+01,1.7933503910e-03,8.8573401662e-03,4.9263632695e-01,4.0956701607e-01,4.9013596465e-02,3.2996222532e-04,3.7802407732e-02,2.5979691779e+00,2.9760670607e-02,4.9677954510e+00
5.2500000000e+01,1.8510285367e-03,8.8958400944e-03,4.9724231179e-01,4.0315576743e-01,5.0349518798e-02,3.4446849351e-04,3.8161064855e-02,2.6090611423e+00,2.8158251589e-02,4.9836771852e+00
5.3000000000e+01,1.9094269932e-03,8.9584684222e-03,5.0168846128e-01,3.9845750263e-01,5.0200798522e-02,3.6416649766e-04,3.8421175655e-02,2.6130352243e+00,2.6478524540e-02,4.9879844271e+00
5.3500000000e+01,1.9743163514e-03,9.0798395106e-03,5.0255241488e-01,3.9609532758e-01,5.0867279225e-02,3.8324481740e-04,3.9047577634e-02,2.6272688690e+00,2.4844454976e-02,4.9915733412e+00
